userid,probability
55597,0.02666940912604332
55598,0.004255170933902264
55599,0.004587910138070583
55600,0.013567623682320118
55601,0.033358506858348846
55602,0.02519088238477707
55603,0.021528130397200584
55604,0.004583404865115881
55605,0.02844737097620964
55606,0.004619474057108164
55607,0.0027206114027649164
55608,0.00431046774610877
55609,0.033159393817186356
55610,0.027300316840410233
55611,0.004261487163603306
55612,0.005260552745312452
55613,0.017370235174894333
55614,0.0076327696442604065
55615,0.03065129742026329
55616,0.008886352181434631
55617,0.002995411166921258
55618,0.004745686426758766
55619,0.003795432625338435
55620,0.0023630745708942413
55621,0.004782107193022966
55622,0.011600762605667114
55623,0.005869343876838684
55624,0.005111233331263065
55625,0.004371618386358023
55626,0.004378096666187048
55627,0.04233219847083092
55628,0.014990726485848427
55629,0.0037046773359179497
55630,0.01375837717205286
55631,0.0031765580642968416
55632,0.0029537908267229795
55633,0.00347785372287035
55634,0.034822262823581696
55635,0.005807248875498772
55636,0.0652627944946289
55637,0.005292648449540138
55638,0.03872992843389511
55639,0.003427590010687709
55640,0.003070064587518573
55641,0.03491252288222313
55642,0.0044574374333024025
55643,0.006735613569617271
55644,0.023315170779824257
55645,0.006185200065374374
55646,0.003922927659004927
55647,0.07438638806343079
55648,0.0037091802805662155
55649,0.017784154042601585
55650,0.01945187710225582
55651,0.003520600264891982
55652,0.020528536289930344
55653,0.00405093701556325
55654,0.04420841112732887
55655,0.032083407044410706
55656,0.03152342140674591
55657,0.03215551748871803
55658,0.003377252724021673
55659,0.0363314114511013
55660,0.02872970886528492
55661,0.01804741472005844
55662,0.02635539136826992
55663,0.019979871809482574
55664,0.004562894348055124
55665,0.0024292899761348963
55666,0.0039483425207436085
55667,0.0041536870412528515
55668,0.002665294799953699
55669,0.07764287292957306
55670,0.02631411701440811
55671,0.021422937512397766
55672,0.003372010076418519
55673,0.007366833742707968
55674,0.021340705454349518
55675,0.024048391729593277
55676,0.022083647549152374
55677,0.027323706075549126
55678,0.005558963865041733
55679,0.015478906221687794
55680,0.002443627454340458
55681,0.0049951388500630856
55682,0.024313297122716904
55683,0.0035472954623401165
55684,0.0037901662290096283
55685,0.09772893786430359
55686,0.01850651577115059
55687,0.03203919902443886
55688,0.03919762745499611
55689,0.004604503512382507
55690,0.003661545692011714
55691,0.0038092394825071096
55692,0.0034377900883555412
55693,0.020375262945890427
55694,0.004549693316221237
55695,0.0211331807076931
55696,0.0026260779704898596
55697,0.022575797513127327
55698,0.0032672195229679346
55699,0.004207019694149494
55700,0.047087930142879486
55701,0.020800678059458733
55702,0.0023339265026152134
55703,0.032648976892232895
55704,0.005260026548057795
55705,0.0032384665682911873
55706,0.03690610080957413
55707,0.010662274435162544
55708,0.0027402264531701803
55709,0.022590016946196556
55710,0.005933616776019335
55711,0.03466089442372322
55712,0.004569880198687315
55713,0.026936622336506844
55714,0.0024575910065323114
55715,0.0028827169444411993
55716,0.0051264106296002865
55717,0.0037312116473913193
55718,0.0022582190576940775
55719,0.02429068833589554
55720,0.003980830777436495
55721,0.0033382505644112825
55722,0.007794588804244995
55723,0.028843384236097336
55724,0.01144977193325758
55725,0.006632193922996521
55726,0.005515081807971001
55727,0.03484676033258438
55728,0.005858205258846283
55729,0.004708647262305021
55730,0.0035389047116041183
55731,0.0029254574328660965
55732,0.0031932645943015814
55733,0.003653267864137888
55734,0.004229456186294556
55735,0.01803457923233509
55736,0.0406004935503006
55737,0.022858666256070137
55738,0.005166948772966862
55739,0.011165504343807697
55740,0.02869039587676525
55741,0.02223987877368927
55742,0.0028903945349156857
55743,0.004045592620968819
55744,0.005339195020496845
55745,0.00495207728818059
55746,0.003650772850960493
55747,0.00255328300409019
55748,0.0261924397200346
55749,0.008036999963223934
55750,0.003589969128370285
55751,0.011950773186981678
55752,0.027646584436297417
55753,0.018991805613040924
55754,0.01714995503425598
55755,0.002896626479923725
55756,0.0065512144938111305
55757,0.006558393593877554
55758,0.003207207191735506
55759,0.004558584187179804
55760,0.003582543693482876
55761,0.016686933115124702
55762,0.002455279929563403
55763,0.013276273384690285
55764,0.003545221174135804
55765,0.14747650921344757
55766,0.003799811005592346
55767,0.013898758217692375
55768,0.014307492412626743
55769,0.004036208149045706
55770,0.0027309369761496782
55771,0.004519415087997913
55772,0.015351164154708385
55773,0.027322212234139442
55774,0.030728941783308983
55775,0.01731080748140812
55776,0.0034432802349328995
55777,0.007054941263049841
55778,0.0354204960167408
55779,0.05174765735864639
55780,0.007581470068544149
55781,0.02634994499385357
55782,0.0034427728969603777
55783,0.003820418380200863
55784,0.005711008794605732
55785,0.004295289050787687
55786,0.004135580267757177
55787,0.004421181511133909
55788,0.0043608746491372585
55789,0.005875144619494677
55790,0.0029324523638933897
55791,0.0061570084653794765
55792,0.03283938765525818
55793,0.014590315520763397
55794,0.012040505185723305
55795,0.005173261743038893
55796,0.011967540718615055
55797,0.039731137454509735
55798,0.004531818442046642
55799,0.0047057317569851875
55800,0.019909899681806564
55801,0.00492102513089776
55802,0.004034895449876785
55803,0.038726404309272766
55804,0.0035564289428293705
55805,0.018543154001235962
55806,0.021922821179032326
55807,0.004049107898026705
55808,0.03454844653606415
55809,0.004272157792001963
55810,0.05685064196586609
55811,0.003112752689048648
55812,0.022344445809721947
55813,0.0036984519101679325
55814,0.04105127230286598
55815,0.05284801125526428
55816,0.04139232262969017
55817,0.004308485426008701
55818,0.006169445347040892
55819,0.011094183661043644
55820,0.0054029012098908424
55821,0.03820202499628067
55822,0.020300066098570824
55823,0.003669892903417349
55824,0.0034839126747101545
55825,0.0031058001331984997
55826,0.02313181385397911
55827,0.0038347579538822174
55828,0.018024563789367676
55829,0.011463765054941177
55830,0.004208811558783054
55831,0.040948279201984406
55832,0.003613375360146165
55833,0.014266697689890862
55834,0.0331927128136158
55835,0.022545404732227325
55836,0.003498198464512825
55837,0.009814662858843803
55838,0.003349977545440197
55839,0.04090731590986252
55840,0.01842608116567135
55841,0.00962440762668848
55842,0.020166315138339996
55843,0.026779452338814735
55844,0.0036364858970046043
55845,0.023678826168179512
55846,0.005783261265605688
55847,0.004266911186277866
55848,0.009457806125283241
55849,0.015403139404952526
55850,0.0036240110639482737
55851,0.00789596140384674
55852,0.003899581963196397
55853,0.016847355291247368
55854,0.023600762709975243
55855,0.004345366265624762
55856,0.015999624505639076
55857,0.006928404327481985
55858,0.021924450993537903
55859,0.007695919834077358
55860,0.024029739201068878
55861,0.004299018532037735
55862,0.002241256181150675
55863,0.004034761339426041
55864,0.0037858893629163504
55865,0.011933062225580215
55866,0.03827625885605812
55867,0.0037425498012453318
55868,0.022628813982009888
55869,0.00399198429659009
55870,0.002583491848781705
55871,0.002434374997392297
55872,0.0046996790915727615
55873,0.04008270800113678
55874,0.003688662312924862
55875,0.012298041023314
55876,0.00278228847309947
55877,0.0033317061606794596
55878,0.004359106998890638
55879,0.04610993340611458
55880,0.008587843738496304
55881,0.004660698585212231
55882,0.027135852724313736
55883,0.026473257690668106
55884,0.004926943685859442
55885,0.004533699247986078
55886,0.019808245822787285
55887,0.0029341105837374926
55888,0.007402036339044571
55889,0.02540968358516693
55890,0.016257744282484055
55891,0.005195947363972664
55892,0.0050568473525345325
55893,0.02014843560755253
55894,0.0022263454739004374
55895,0.022072328254580498
55896,0.0034482809714972973
55897,0.0031627377029508352
55898,0.015225669369101524
55899,0.003916603513062
55900,0.040310926735401154
55901,0.0035619994159787893
55902,0.004341484978795052
55903,0.021266022697091103
55904,0.0040184264071285725
55905,0.007401997689157724
55906,0.024075854569673538
55907,0.0034252421464771032
55908,0.004152089357376099
55909,0.007577413227409124
55910,0.004559213761240244
55911,0.007483725436031818
55912,0.005503049120306969
55913,0.005907438695430756
55914,0.0039405543357133865
55915,0.0024872536305338144
55916,0.004994181450456381
55917,0.017137639224529266
55918,0.02485053241252899
55919,0.015607607550919056
55920,0.0028417676221579313
55921,0.014268661849200726
55922,0.0030748348217457533
55923,0.0238056518137455
55924,0.002869328483939171
55925,0.0033938789274543524
55926,0.0275138970464468
55927,0.002791124628856778
55928,0.01933533139526844
55929,0.009530206210911274
55930,0.04588852450251579
55931,0.014734288677573204
55932,0.003602592973038554
55933,0.0104542076587677
55934,0.0038020608481019735
55935,0.03578837215900421
55936,0.0031418190337717533
55937,0.005488873925060034
55938,0.029011258855462074
55939,0.028219548985362053
55940,0.002607395639643073
55941,0.02406415529549122
55942,0.0029092913027852774
55943,0.014843867160379887
55944,0.003162942361086607
55945,0.0030940882861614227
55946,0.004343415144830942
55947,0.00769822159782052
55948,0.002950200578197837
55949,0.00322354887612164
55950,0.022882238030433655
55951,0.01848561502993107
55952,0.004480506293475628
55953,0.018214033916592598
55954,0.0031504565849900246
55955,0.002216761000454426
55956,0.010634389705955982
55957,0.031996503472328186
55958,0.032384149730205536
55959,0.00612330948933959
55960,0.025240670889616013
55961,0.004818701185286045
55962,0.029066301882267
55963,0.0031302974093705416
55964,0.019237160682678223
55965,0.0052719758823513985
55966,0.02278103306889534
55967,0.003554845927283168
55968,0.007957898080348969
55969,0.02619119919836521
55970,0.01617744378745556
55971,0.0027574924752116203
55972,0.0025415353011339903
55973,0.0028073338326066732
55974,0.02245320752263069
55975,0.05721265450119972
55976,0.006097215693444014
55977,0.00457495404407382
55978,0.0025700097903609276
55979,0.0030771582387387753
55980,0.021394364535808563
55981,0.02952355332672596
55982,0.0035498952493071556
55983,0.0032912036404013634
55984,0.030255265533924103
55985,0.0190951619297266
55986,0.014709597453474998
55987,0.10070787370204926
55988,0.006358567625284195
55989,0.004700874909758568
55990,0.003462248481810093
55991,0.0025861975736916065
55992,0.003645356511697173
55993,0.0030264691449701786
55994,0.015832651406526566
55995,0.041239406913518906
55996,0.0032149634789675474
55997,0.018632588908076286
55998,0.028800079599022865
55999,0.033238545060157776
56000,0.03489038348197937
56001,0.004789483733475208
56002,0.03590616583824158
56003,0.027690477669239044
56004,0.004456053953617811
56005,0.002462998731061816
56006,0.023231247439980507
56007,0.0034518663305789232
56008,0.028268588706851006
56009,0.018542975187301636
56010,0.0032547367736697197
56011,0.004401788581162691
56012,0.015664104372262955
56013,0.003065581666305661
56014,0.013772709295153618
56015,0.004992075264453888
56016,0.014999818988144398
56017,0.002489273902028799
56018,0.0020567518658936024
56019,0.024132898077368736
56020,0.014805466867983341
56021,0.026181472465395927
56022,0.003462103893980384
56023,0.017828546464443207
56024,0.00579718966037035
56025,0.0033476795069873333
56026,0.0034352834336459637
56027,0.04555397108197212
56028,0.0030512274242937565
56029,0.048139721155166626
56030,0.036248672753572464
56031,0.03140881285071373
56032,0.027267104014754295
56033,0.002750346204265952
56034,0.003356796922162175
56035,0.0028511686250567436
56036,0.005070473533123732
56037,0.004108265042304993
56038,0.0349796861410141
56039,0.004051512572914362
56040,0.0027778532821685076
56041,0.03685000538825989
56042,0.03181930258870125
56043,0.004785794299095869
56044,0.016839252784848213
56045,0.04368387907743454
56046,0.0035145531874150038
56047,0.021628113463521004
56048,0.00508068548515439
56049,0.004821082577109337
56050,0.004214719403535128
56051,0.014439864084124565
56052,0.016992103308439255
56053,0.00388876860961318
56054,0.02548016421496868
56055,0.002014988334849477
56056,0.023173829540610313
56057,0.005192052107304335
56058,0.0027701896615326405
56059,0.003057844238355756
56060,0.0028468298260122538
56061,0.011046335101127625
56062,0.003708496456965804
56063,0.004266593139618635
56064,0.006633381824940443
56065,0.0034235529601573944
56066,0.0030114513356238604
56067,0.003834579372778535
56068,0.048925261944532394
56069,0.02485312707722187
56070,0.03591480478644371
56071,0.021939938887953758
56072,0.04040196165442467
56073,0.021966619417071342
56074,0.0034246202558279037
56075,0.029714850708842278
56076,0.005290635861456394
56077,0.02828240394592285
56078,0.002607363276183605
56079,0.006726865191012621
56080,0.0028631018940359354
56081,0.005108470097184181
56082,0.03421708568930626
56083,0.017821315675973892
56084,0.02076687105000019
56085,0.028945976868271828
56086,0.00386286829598248
56087,0.029917828738689423
56088,0.036933355033397675
56089,0.022465890273451805
56090,0.004845807328820229
56091,0.01669120602309704
56092,0.026177989318966866
56093,0.005615737289190292
56094,0.004469018429517746
56095,0.0329042449593544
56096,0.002661945531144738
56097,0.009513054974377155
56098,0.018990416079759598
56099,0.039334870874881744
56100,0.002434541704133153
56101,0.034699052572250366
56102,0.003868242260068655
56103,0.006314307916909456
56104,0.030784117057919502
56105,0.0032168482430279255
56106,0.0026792013086378574
56107,0.003979874309152365
56108,0.018839113414287567
56109,0.045909591019153595
56110,0.015349067747592926
56111,0.0219479501247406
56112,0.002681498182937503
56113,0.005677696317434311
56114,0.0023776465095579624
56115,0.0031321679707616568
56116,0.0032749774400144815
56117,0.013495005667209625
56118,0.03898490220308304
56119,0.018355872482061386
56120,0.026933029294013977
56121,0.063645139336586
56122,0.0031218614894896746
56123,0.004961976781487465
56124,0.00483535835519433
56125,0.019401462748646736
56126,0.015095368959009647
56127,0.030762601643800735
56128,0.007207952439785004
56129,0.0036735108587890863
56130,0.0036447052843868732
56131,0.03339262679219246
56132,0.00375279039144516
56133,0.0037391488440334797
56134,0.0027215988375246525
56135,0.026027737185359
56136,0.0036493870429694653
56137,0.0027927495539188385
56138,0.0033995884004980326
56139,0.006520556285977364
56140,0.002882973523810506
56141,0.0175340436398983
56142,0.004070479888468981
56143,0.01803482510149479
56144,0.0032314290292561054
56145,0.008932212367653847
56146,0.0026849524583667517
56147,0.02018505521118641
56148,0.004528330639004707
56149,0.013169229961931705
56150,0.005766987334936857
56151,0.004603950306773186
56152,0.0023077179212123156
56153,0.020333021879196167
56154,0.006929900497198105
56155,0.005990330595523119
56156,0.003125509712845087
56157,0.024213841184973717
56158,0.004236611537635326
56159,0.01986142061650753
56160,0.005498077254742384
56161,0.017745573073625565
56162,0.0037101125344634056
56163,0.05015284940600395
56164,0.00267421780154109
56165,0.0026766492519527674
56166,0.029048524796962738
56167,0.0024663107469677925
56168,0.016034141182899475
56169,0.027905495837330818
56170,0.0025368868373334408
56171,0.0030998471193015575
56172,0.041630618274211884
56173,0.03817766159772873
56174,0.00319983740337193
56175,0.10413015633821487
56176,0.0020386658143252134
56177,0.01795249432325363
56178,0.0050412435084581375
56179,0.03569234162569046
56180,0.0032531393226236105
56181,0.005011430010199547
56182,0.03943996503949165
56183,0.02186525985598564
56184,0.012897275388240814
56185,0.004756691865622997
56186,0.033955395221710205
56187,0.0057703652419149876
56188,0.002978614531457424
56189,0.007182425819337368
56190,0.00629739323630929
56191,0.006079437676817179
56192,0.0023048215080052614
56193,0.004995567724108696
56194,0.003425467060878873
56195,0.004838332999497652
56196,0.0290518868714571
56197,0.020358746871352196
56198,0.010436715558171272
56199,0.0026196585968136787
56200,0.005425860174000263
56201,0.017193371430039406
56202,0.0029699308797717094
56203,0.034055113792419434
56204,0.004751649219542742
56205,0.029079411178827286
56206,0.032057784497737885
56207,0.0035238906275480986
56208,0.04405973479151726
56209,0.026524046435952187
56210,0.016781406477093697
56211,0.01551731489598751
56212,0.021686658263206482
56213,0.0293910913169384
56214,0.019282974302768707
56215,0.00292279664427042
56216,0.04572423920035362
56217,0.025178924202919006
56218,0.012298712506890297
56219,0.020809819921851158
56220,0.032683540135622025
56221,0.0035984478890895844
56222,0.026393378153443336
56223,0.004555884283035994
56224,0.0034984813537448645
56225,0.004416428040713072
56226,0.02011856622993946
56227,0.0036900260020047426
56228,0.0033313753083348274
56229,0.002345220884308219
56230,0.0033544350881129503
56231,0.02507922425866127
56232,0.0037581443320959806
56233,0.003297441406175494
56234,0.002815159037709236
56235,0.03545460104942322
56236,0.027483025565743446
56237,0.014242321252822876
56238,0.003995758946985006
56239,0.0039968653582036495
56240,0.0032873640302568674
56241,0.012474223971366882
56242,0.003124541137367487
56243,0.03277967870235443
56244,0.04921349138021469
56245,0.029785141348838806
56246,0.024771882221102715
56247,0.004709925968199968
56248,0.022961635142564774
56249,0.03404274582862854
56250,0.014797158539295197
56251,0.039535410702228546
56252,0.02768971398472786
56253,0.0152154341340065
56254,0.0036560785956680775
56255,0.013811572454869747
56256,0.0032291337847709656
56257,0.009644418023526669
56258,0.0046777199022471905
56259,0.030255265533924103
56260,0.10752679407596588
56261,0.003960191272199154
56262,0.027228953316807747
56263,0.010191000998020172
56264,0.028117001056671143
56265,0.02225685305893421
56266,0.020689859986305237
56267,0.004830851685255766
56268,0.003331179264932871
56269,0.002341844141483307
56270,0.007746031042188406
56271,0.011652516201138496
56272,0.02698543854057789
56273,0.0208941251039505
56274,0.032827362418174744
56275,0.0052813212387263775
56276,0.03517311438918114
56277,0.03473638370633125
56278,0.02943487837910652
56279,0.003175303339958191
56280,0.01297343336045742
56281,0.02121482603251934
56282,0.02584233693778515
56283,0.02908986061811447
56284,0.006370343267917633
56285,0.006694271229207516
56286,0.0027395724318921566
